"Element"	"ionState"	"Ei"	"gi"
"Fe"	"II"	13.0262214	12
"Fe"	"II"	13.0375699	10
"Fe"	"II"	13.054422	8
"Fe"	"II"	13.0696934	6
"Fe"	"II"	13.0473836	6
"Fe"	"II"	13.0479501	6
"Fe"	"II"	13.0541566	14
"Fe"	"II"	13.0677952	12
"Fe"	"II"	13.0833683	10
"Fe"	"II"	13.0914511	8
"Fe"	"II"	13.1129762	12
"Fe"	"II"	13.1544172	10
"Fe"	"II"	13.1144927	8
"Fe"	"II"	13.1681849	6
"Fe"	"II"	13.1446413	10
"Fe"	"II"	13.1479926	12
"Fe"	"II"	13.1572589	2
"Fe"	"II"	13.191721	4
"Fe"	"II"	13.1650424	14
"Fe"	"II"	13.1769574	6
"Fe"	"II"	13.2013658	2
"Fe"	"II"	13.2015978	8
"Fe"	"II"	13.2020022	4
"Fe"	"II"	13.2197694	10
"Fe"	"II"	13.2228468	12
"Fe"	"II"	13.1871128	10
"Fe"	"II"	13.2177775	8
"Fe"	"II"	13.2432705	6
"Fe"	"II"	13.2717918	4
"Fe"	"II"	13.3014922	2
"Fe"	"II"	13.1925791	6
"Fe"	"II"	13.2459994	8
"Fe"	"II"	13.2935582	10
"Fe"	"II"	13.2044447	10
"Fe"	"II"	13.2068727	8
"Fe"	"II"	13.2207434	4
"Fe"	"II"	13.2212958	2
"Fe"	"II"	13.2235251	6
"Fe"	"II"	13.2157601	6
"Fe"	"II"	13.246681	4
"Fe"	"II"	13.2159291	6
"Fe"	"II"	13.2279185	12
"Fe"	"II"	13.2671379	10
"Fe"	"II"	13.2302308	10
"Fe"	"II"	13.2868609	8
"Fe"	"II"	13.3576014	4
"Fe"	"II"	13.2411006	6
"Fe"	"II"	13.2744861	4
"Fe"	"II"	13.288142	2
"Fe"	"II"	13.2494003	8
"Fe"	"II"	13.3281166	4
"Fe"	"II"	13.3475914	6
"Fe"	"II"	13.3593643	2
"Fe"	"II"	13.2530078	12
"Fe"	"II"	13.2933197	10
"Fe"	"II"	13.3320021	8
"Fe"	"II"	13.3372628	6
"Fe"	"II"	13.3413354	4
"Fe"	"II"	13.3559746	2
"Fe"	"II"	13.2539571	8
"Fe"	"II"	13.2569411	10
"Fe"	"II"	13.2685325	6
"Fe"	"II"	13.2710671	8
"Fe"	"II"	13.3226665	2
"Fe"	"II"	13.2866266	6
"Fe"	"II"	13.3837539	4
"Fe"	"II"	13.4010394	2
"Fe"	"II"	13.2907474	8
"Fe"	"II"	13.3314241	6
"Fe"	"II"	13.3688367	4
"Fe"	"II"	13.3032894	6
"Fe"	"II"	13.3233147	8
"Fe"	"II"	13.3498919	10
"Fe"	"II"	13.3556868	12
"Fe"	"II"	13.3123923	6
"Fe"	"II"	13.3168722	6
"Fe"	"II"	13.3197144	4
"Fe"	"II"	13.3566857	6
"Fe"	"II"	13.3762669	8
"Fe"	"II"	13.3861576	10
"Fe"	"II"	13.4064786	6
"Fe"	"II"	13.4140853	4
"Fe"	"II"	13.4034281	4
"Fe"	"II"	13.406842	14
"Fe"	"II"	13.4383911	12
"Fe"	"II"	13.4619063	10
"Fe"	"II"	13.4782508	8
"Fe"	"II"	13.4128045	12
"Fe"	"II"	13.4388341	10
"Fe"	"II"	13.4569502	8
"Fe"	"II"	13.4664169	6
"Fe"	"II"	13.4172719	10
"Fe"	"II"	13.454597	8
"Fe"	"II"	13.4571796	6
"Fe"	"II"	13.4868634	4
"Fe"	"II"	13.4199721	8
"Fe"	"II"	13.4886264	2
"Fe"	"II"	13.5147266	4
"Fe"	"II"	13.432175	16
"Fe"	"II"	13.4478119	14
"Fe"	"II"	13.4863948	12
"Fe"	"II"	13.5054786	10
"Fe"	"II"	13.4355903	8
"Fe"	"II"	13.4699471	6
"Fe"	"II"	13.4968562	4
"Fe"	"II"	13.5052424	2
"Fe"	"II"	13.4364452	4
"Fe"	"II"	13.4502865	12
"Fe"	"II"	13.4610958	10
"Fe"	"II"	13.6352538	8
"Fe"	"II"	13.640359	6
"Fe"	"II"	13.4683012	6
"Fe"	"II"	13.4685339	8
"Fe"	"II"	13.4684564	12
"Fe"	"II"	13.4707235	14
"Fe"	"II"	13.4724082	4
"Fe"	"II"	13.4730259	2
"Fe"	"II"	13.4786216	6
"Fe"	"II"	13.4900649	8
"Fe"	"II"	13.480698	14
"Fe"	"II"	13.4980302	10
"Fe"	"II"	13.8361244	12
"Fe"	"II"	13.8534803	8
"Fe"	"II"	13.490414	6
"Fe"	"II"	13.5708617	4
"Fe"	"II"	13.5798687	2
"Fe"	"II"	13.4906971	12
"Fe"	"II"	13.8429666	14
"Fe"	"II"	13.5027013	8
"Fe"	"II"	13.5059231	6
"Fe"	"II"	13.5204286	14
"Fe"	"II"	13.5626165	12
"Fe"	"II"	13.532827	14
"Fe"	"II"	13.5479929	12
"Fe"	"II"	13.5700574	4
"Fe"	"II"	13.5707684	6
"Fe"	"II"	13.5717654	8
"Fe"	"II"	13.5730536	10
"Fe"	"II"	13.5746023	12
"Fe"	"II"	13.582479	8
"Fe"	"II"	13.7010694	6
"Fe"	"II"	13.5851518	8
"Fe"	"II"	13.6127714	12
"Fe"	"II"	13.681458	14
"Fe"	"II"	13.587632	16
"Fe"	"II"	13.5911111	14
"Fe"	"II"	13.6087832	12
"Fe"	"II"	13.6273745	10
"Fe"	"II"	13.5888631	4
"Fe"	"II"	13.5951452	6
"Fe"	"II"	13.5917945	10
"Fe"	"II"	13.6260522	8
"Fe"	"II"	13.5989964	12
"Fe"	"II"	13.6392921	10
"Fe"	"II"	13.6149454	10
"Fe"	"II"	13.6590048	8
"Fe"	"II"	13.6913649	6
"Fe"	"II"	13.7138361	4
"Fe"	"II"	13.6196626	10
"Fe"	"II"	13.6287933	14
"Fe"	"II"	13.6688867	12
"Fe"	"II"	13.6358609	12
"Fe"	"II"	13.6463166	10
"Fe"	"II"	13.6895752	8
"Fe"	"II"	13.6464158	6
"Fe"	"II"	13.6954523	4
"Fe"	"II"	13.6562198	8
"Fe"	"II"	13.6589094	10
"Fe"	"II"	13.6887084	4
"Fe"	"II"	13.708754	6
"Fe"	"II"	13.6743089	6
"Fe"	"II"	13.6964229	8
"Fe"	"II"	13.7183314	4
"Fe"	"II"	13.7089715	8
"Fe"	"II"	13.7141191	6
"Fe"	"II"	13.7201769	10
"Fe"	"II"	13.7211983	12
"Fe"	"II"	13.7553024	10
"Fe"	"II"	13.8172472	10
"Fe"	"II"	13.8545352	8
"Fe"	"II"	13.8342047	8
"Fe"	"II"	13.8655327	6
"Fe"	"II"	13.8421908	10
"Fe"	"II"	13.9068582	12
"Fe"	"II"	13.8721967	12
"Fe"	"II"	13.8787827	10
"Fe"	"II"	13.8952637	8
"Fe"	"II"	13.8999028	6
"Fe"	"II"	13.8933642	10
"Fe"	"II"	13.9288936	12
"Fe"	"II"	13.914925	8
"Fe"	"II"	13.935475	10
"Fe"	"II"	13.9615627	8
"Fe"	"II"	14.0086205	6
"Fe"	"II"	14.0387743	4
"Fe"	"II"	14.0561025	2
"Fe"	"II"	13.9948548	8
"Fe"	"II"	14.0395114	6
"Fe"	"II"	14.0698885	4
"Fe"	"II"	14.0877969	2
"Fe"	"II"	13.9951894	12
"Fe"	"II"	14.002771	10
"Fe"	"II"	13.9956459	6
"Fe"	"II"	14.0012604	4
"Fe"	"II"	14.0060955	8
"Fe"	"II"	13.9966424	14
"Fe"	"II"	14.0094825	12
"Fe"	"II"	13.9967077	10
"Fe"	"II"	13.9993067	8
"Fe"	"II"	14.0020687	6
"Fe"	"II"	14.0074326	16
"Fe"	"II"	14.0115268	14
"Fe"	"II"	14.0152467	14
"Fe"	"II"	14.0152591	12
"Fe"	"II"	14.0157289	12
"Fe"	"II"	14.0157388	10
"Fe"	"II"	14.0165948	16
"Fe"	"II"	14.016612	14
"Fe"	"II"	14.0172473	10
"Fe"	"II"	14.0172626	8
"Fe"	"II"	14.0192637	8
"Fe"	"II"	14.019287	6
"Fe"	"II"	14.0212996	6
"Fe"	"II"	14.0213177	4
"Fe"	"II"	14.0213652	16
"Fe"	"II"	14.021379	18
"Fe"	"II"	14.0229717	4
"Fe"	"II"	14.0229859	2
"Fe"	"II"	14.023917	2
"Fe"	"II"	14.0520023	8
"Fe"	"II"	14.0530687	10
"Fe"	"II"	14.0529375	6
"Fe"	"II"	14.0566004	8
"Fe"	"II"	14.0541832	12
"Fe"	"II"	14.0581539	10
"Fe"	"II"	14.0552242	4
"Fe"	"II"	14.0569986	6
"Fe"	"II"	14.0583447	14
"Fe"	"II"	14.061992	12
"Fe"	"II"	14.0713476	12
"Fe"	"II"	14.0713631	10
"Fe"	"II"	14.0716616	14
"Fe"	"II"	14.0716656	12
"Fe"	"II"	14.0716915	10
"Fe"	"II"	14.0717141	8
"Fe"	"II"	14.0723585	8
"Fe"	"II"	14.072383	6
"Fe"	"II"	14.0731127	6
"Fe"	"II"	14.0731624	4
"Fe"	"II"	14.0733423	14
"Fe"	"II"	14.0733431	16
"Fe"	"II"	14.0737413	4
"Fe"	"II"	14.0737807	2
"Fe"	"II"	14.0756894	12
"Fe"	"II"	14.0792796	10
"Fe"	"II"	14.1036831	8
"Fe"	"II"	14.172274	6
"Fe"	"II"	14.0891838	4
"Fe"	"II"	14.0938409	6
"Fe"	"II"	14.0943138	12
"Fe"	"II"	14.0945335	8
"Fe"	"II"	14.0960624	10
"Fe"	"II"	14.094852	4
"Fe"	"II"	14.099066	8
"Fe"	"II"	14.1007091	14
"Fe"	"II"	14.1177387	12
"Fe"	"II"	14.1701853	10
"Fe"	"II"	14.1051952	6
"Fe"	"II"	14.1088197	6
"Fe"	"II"	14.1088199	4
"Fe"	"II"	14.1095483	14
"Fe"	"II"	14.1095509	12
"Fe"	"II"	14.109609	8
"Fe"	"II"	14.1096247	6
"Fe"	"II"	14.1102948	10
"Fe"	"II"	14.1103288	8
"Fe"	"II"	14.1105768	12
"Fe"	"II"	14.110583	10
"Fe"	"II"	14.1122413	4
"Fe"	"II"	14.1166218	4
"Fe"	"II"	14.1182225	8
"Fe"	"II"	14.1184226	10
"Fe"	"II"	14.1260791	6
"Fe"	"II"	14.1288093	10
"Fe"	"II"	14.1556755	8
"Fe"	"II"	14.132075	8
"Fe"	"II"	14.1320779	6
"Fe"	"II"	14.1325995	8
"Fe"	"II"	14.1331316	12
"Fe"	"II"	14.1331327	10
"Fe"	"II"	14.1354271	8
"Fe"	"II"	14.1368149	10
"Fe"	"II"	14.1368748	8
"Fe"	"II"	14.1458834	6
"Fe"	"II"	14.1459384	10
"Fe"	"II"	14.1459608	8
"Fe"	"II"	14.1468316	12
"Fe"	"II"	14.1471506	14
"Fe"	"II"	14.2043157	8
"Fe"	"II"	14.1537529	12
"Fe"	"II"	14.1940165	10
"Fe"	"II"	14.2143044	8
"Fe"	"II"	14.2342003	6
"Fe"	"II"	14.1540577	10
"Fe"	"II"	14.16053	8
"Fe"	"II"	14.1642664	6
"Fe"	"II"	14.1755723	8
"Fe"	"II"	14.1779495	6
"Fe"	"II"	14.1830292	4
"Fe"	"II"	14.1832304	8
"Fe"	"II"	14.1836894	4
"Fe"	"II"	14.1873147	8
"Fe"	"II"	14.1918354	4
"Fe"	"II"	14.1925708	6
"Fe"	"II"	14.1931935	6
"Fe"	"II"	14.1981066	12
"Fe"	"II"	14.2297153	10
"Fe"	"II"	14.2066561	6
"Fe"	"II"	14.2081505	4
"Fe"	"II"	14.2177335	2
"Fe"	"II"	14.2421732	12
"Fe"	"II"	14.2430563	10
"Fe"	"II"	14.2557134	8
"Fe"	"II"	14.2594058	4
"Fe"	"II"	14.2641201	6
"Fe"	"II"	14.2619847	10
"Fe"	"II"	14.3037135	6
"Fe"	"II"	14.325861	4
"Fe"	"II"	14.4234787	2
"Fe"	"II"	14.4236948	10
"Fe"	"II"	14.4237924	4
"Fe"	"II"	14.4241541	6
"Fe"	"II"	14.4246036	8
"Fe"	"II"	14.6422335	6
"Fe"	"II"	14.6645221	4
"Fe"	"II"	14.6857167	14
"Fe"	"II"	14.6857179	16
"Fe"	"II"	14.6857403	12
"Fe"	"II"	14.685741	14
"Fe"	"II"	14.6861256	12
"Fe"	"II"	14.6861256	10
"Fe"	"II"	14.6862614	16
"Fe"	"II"	14.6862633	18
"Fe"	"II"	14.6867116	10
"Fe"	"II"	14.6867118	8
"Fe"	"II"	14.6873616	8
"Fe"	"II"	14.6873623	6
"Fe"	"II"	14.6876767	18
"Fe"	"II"	14.6876795	20
"Fe"	"II"	14.6879642	4
"Fe"	"II"	14.6879652	6
"Fe"	"II"	14.6884234	2
"Fe"	"II"	14.6884246	4
"Fe"	"II"	14.7404256	12
"Fe"	"II"	14.740427	14
"Fe"	"II"	14.7405065	10
"Fe"	"II"	14.7405071	12
"Fe"	"II"	14.7405552	14
"Fe"	"II"	14.740557	16
"Fe"	"II"	14.7407048	8
"Fe"	"II"	14.7407056	10
"Fe"	"II"	14.7409442	6
"Fe"	"II"	14.7409444	8
"Fe"	"II"	14.7409971	18
"Fe"	"II"	14.7409971	16
"Fe"	"II"	14.7411656	6
"Fe"	"II"	14.741167	4
"Fe"	"II"	14.7778909	8
"Fe"	"II"	14.7778917	6
"Fe"	"II"	14.7780523	16
"Fe"	"II"	14.7780548	14
"Fe"	"II"	14.7782362	8
"Fe"	"II"	14.7782369	10
"Fe"	"II"	14.7784754	10
"Fe"	"II"	14.7784757	12
"Fe"	"II"	14.7784769	12
"Fe"	"II"	14.7784779	14
"Fe"	"II"	14.8011557	8
"Fe"	"II"	14.8011648	10
"Fe"	"II"	14.801918	14
"Fe"	"II"	14.8019192	12
"Fe"	"II"	14.8032017	10
"Fe"	"II"	14.8032036	12
"Fe"	"II"	14.81402	10
"Fe"	"II"	14.8140221	12
"Fe"	"II"	15.1092073	14
"Fe"	"II"	15.1467502	10
"Fe"	"II"	15.1629778	8
"Fe"	"II"	15.1651318	12
"Fe"	"II"	15.1971567	10
"Fe"	"II"	15.1700991	10
"Fe"	"II"	15.170162	8
"Fe"	"II"	15.2390124	16
"Fe"	"II"	15.251036	18
"Fe"	"II"	15.243418	8
"Fe"	"II"	15.2441967	18
"Fe"	"II"	15.244371	20
"Fe"	"II"	15.2485928	10
"Fe"	"II"	15.248895	14
"Fe"	"II"	15.2523418	16
"Fe"	"II"	15.2503423	12
"Fe"	"II"	15.253324	10
"Fe"	"II"	15.2519656	14
"Fe"	"II"	15.2547037	12
"Fe"	"II"	15.270973	14
"Fe"	"II"	15.2796199	16
"Fe"	"II"	15.2739979	16
"Fe"	"II"	15.2772402	18
"Fe"	"II"	15.2810098	14
"Fe"	"II"	15.2812358	12
"Fe"	"II"	15.2835763	12
"Fe"	"II"	15.2941354	14
"Fe"	"II"	15.3047457	12
"Fe"	"II"	15.2991859	16
"Fe"	"II"	15.301477	14
"Fe"	"II"	15.303014	12
"Fe"	"II"	15.3040466	10
"Fe"	"II"	15.3033949	6
"Fe"	"II"	15.30402	8
"Fe"	"II"	15.3071775	10
"Fe"	"II"	15.3281124	10
"Fe"	"II"	15.3999198	14
"Fe"	"II"	15.4108934	16
"Fe"	"II"	15.423652	14
"Fe"	"II"	15.4263027	16
"Fe"	"II"	15.4281503	14
"Fe"	"II"	15.4462457	16
"Fe"	"II"	15.4560319	14
"Fe"	"II"	15.8058464	12
"Fe"	"II"	15.8060861	16
"Fe"	"II"	15.8098713	14
"Fe"	"II"	15.810978	16
"Fe"	"II"	15.8537609	12
"Fe"	"II"	15.8544846	14
"Fe"	"II"	15.8567123	16
"Fe"	"II"	15.8569894	14
"Fe"	"II"	15.8768834	10
"Fe"	"II"	15.8788027	12
"Fe"	"II"	15.883641	14
"Fe"	"II"	15.9694815	16
"Mn"	"II"	0	7
"Mn"	"II"	1.1745014	5
"Mn"	"II"	1.776181	9
"Mn"	"II"	1.8094049	7
"Mn"	"II"	1.8326359	5
"Mn"	"II"	1.8475137	3
"Mn"	"II"	1.8547882	1
"Mn"	"II"	3.415425	13
"Mn"	"II"	3.418399	11
"Mn"	"II"	3.419929	9
"Mn"	"II"	3.420542	7
"Mn"	"II"	3.420645	5
"Mn"	"II"	3.703336	5
"Mn"	"II"	3.80445	3
"Mn"	"II"	3.846263	1
"Mn"	"II"	3.7058299	7
"Mn"	"II"	3.7095383	5
"Mn"	"II"	3.7135045	3
"Mn"	"II"	3.784458	13
"Mn"	"II"	3.803774	11
"Mn"	"II"	3.818225	9
"Mn"	"II"	3.907326	9
"Mn"	"II"	3.925593	7
"Mn"	"II"	3.937888	5
"Mn"	"II"	4.0651815	9
"Mn"	"II"	4.068968	1
"Mn"	"II"	4.0712369	3
"Mn"	"II"	4.073782	7
"Mn"	"II"	4.0740154	5
"Mn"	"II"	4.1097923	11
"Mn"	"II"	4.122308	9
"Mn"	"II"	4.1260367	7
"Mn"	"II"	4.3099509	11
"Mn"	"II"	4.3283838	9
"Mn"	"II"	4.3400408	7
"Mn"	"II"	4.4974797	5
"Mn"	"II"	4.5086407	3
"Mn"	"II"	4.516524	1
"Mn"	"II"	4.688076	3
"Mn"	"II"	4.6925818	5
"Mn"	"II"	4.6929866	7
"Mn"	"II"	4.7568065	5
"Mn"	"II"	4.7787381	7
"Mn"	"II"	4.8114165	9
"Mn"	"II"	4.8007	13
"Mn"	"II"	4.823218	9
"Mn"	"II"	4.935624	7
"Mn"	"II"	4.9362771	5
"Mn"	"II"	4.9379075	3
"Mn"	"II"	5.053549	1
"Mn"	"II"	5.105994	15
"Mn"	"II"	5.106975	13
"Mn"	"II"	5.108692	11
"Mn"	"II"	5.347626	5
"Mn"	"II"	5.3699198	3
"Mn"	"II"	5.3968661	11
"Mn"	"II"	5.3979231	9
"Mn"	"II"	5.4176404	7
"Mn"	"II"	5.4367494	5
"Mn"	"II"	5.3734072	5
"Mn"	"II"	5.3803433	7
"Mn"	"II"	5.4725424	3
"Mn"	"II"	5.3772613	7
"Mn"	"II"	5.3914112	5
"Mn"	"II"	5.4004014	3
"Mn"	"II"	5.494392	13
"Mn"	"II"	5.5199674	9
"Mn"	"II"	5.5477351	5
"Mn"	"II"	5.566872	7
"Mn"	"II"	5.815271	5
"Mn"	"II"	5.836388	7
"Mn"	"II"	5.990647	9
"Mn"	"II"	5.992538	11
"Mn"	"II"	6.005305	13
"Mn"	"II"	6.1113498	7
"Mn"	"II"	6.128213	9
"Mn"	"II"	6.132897	7
"Mn"	"II"	6.139411	11
"Mn"	"II"	6.1769182	5
"Mn"	"II"	6.1846056	9
"Mn"	"II"	6.1855626	7
"Mn"	"II"	6.391771	11
"Mn"	"II"	6.4934578	7
"Mn"	"II"	6.494219	5
"Mn"	"II"	6.494761	9
"Mn"	"II"	6.5281805	9
"Mn"	"II"	6.5363112	1
"Mn"	"II"	6.5732936	3
"Mn"	"II"	6.6451983	5
"Mn"	"II"	6.6577947	5
"Mn"	"II"	6.6680853	7
"Mn"	"II"	6.6710717	9
"Mn"	"II"	6.8000707	1
"Mn"	"II"	6.8114703	3
"Mn"	"II"	6.8335544	5
"Mn"	"II"	6.865215	7
"Mn"	"II"	6.9055496	9
"Mn"	"II"	6.9132748	7
"Mn"	"II"	7.052638	3
"Mn"	"II"	7.3817036	9
"Mn"	"II"	7.757043	3
"Mn"	"II"	7.7579639	5
"Mn"	"II"	7.7598668	7
"Mn"	"II"	7.991615	5
"Mn"	"II"	7.9936854	7
"Mn"	"II"	7.996254	9
"Mn"	"II"	7.999323	11
"Mn"	"II"	8.003185	13
"Mn"	"II"	8.118872	7
"Mn"	"II"	8.129152	9
"Mn"	"II"	8.140635	11
"Mn"	"II"	8.152559	13
"Mn"	"II"	8.163991	15
"Mn"	"II"	8.1292795	5
"Mn"	"II"	8.2502234	11
"Mn"	"II"	8.2627156	9
"Mn"	"II"	8.2681019	7
"Mn"	"II"	8.2938151	3
"Mn"	"II"	8.2947281	5
"Mn"	"II"	8.2604839	1
"Mn"	"II"	8.2629413	3
"Mn"	"II"	8.2668737	5
"Mn"	"II"	8.3080841	7
"Mn"	"II"	8.3435719	9
"Mn"	"II"	8.2982025	5
"Mn"	"II"	8.39924	13
"Mn"	"II"	8.4118617	11
"Mn"	"II"	8.4198363	9
"Mn"	"II"	8.4020145	5
"Mn"	"II"	8.4076273	7
"Mn"	"II"	8.4143048	9
"Mn"	"II"	8.4662193	7
"Mn"	"II"	8.4827133	5
"Mn"	"II"	8.4925077	3
"Mn"	"II"	8.5604778	5
"Mn"	"II"	8.5816976	3
"Mn"	"II"	8.594502	1
"Mn"	"II"	8.697586	3
"Mn"	"II"	8.7075923	5
"Mn"	"II"	8.7214125	7
"Mn"	"II"	8.740612	9
"Mn"	"II"	8.7604253	11
"Mn"	"II"	8.7431251	7
"Mn"	"II"	8.7443092	11
"Mn"	"II"	8.7466314	9
"Mn"	"II"	8.7713101	7
"Mn"	"II"	8.7955095	5
"Mn"	"II"	8.812611	3
"Mn"	"II"	8.835658	3
"Mn"	"II"	8.842999	5
"Mn"	"II"	8.8512924	7
"Mn"	"II"	8.928232	9
"Mn"	"II"	8.9575769	7
"Mn"	"II"	8.964954	5
"Mn"	"II"	8.966664	3
"Mn"	"II"	8.966846	1
"Mn"	"II"	9.007311	9
"Mn"	"II"	9.0986455	3
"Mn"	"II"	9.0998753	7
"Mn"	"II"	9.0999856	5
"Mn"	"II"	9.1355822	9
"Mn"	"II"	9.1476927	7
"Mn"	"II"	9.148246	5
"Mn"	"II"	9.163867	3
"Mn"	"II"	9.2442843	7
"Mn"	"II"	9.3686847	1
"Mn"	"II"	9.3880779	3
"Mn"	"II"	9.4127696	5
"Mn"	"II"	9.4692672	5
"Mn"	"II"	9.6485	17
"Mn"	"II"	9.651194	13
"Mn"	"II"	9.664041	15
"Mn"	"II"	9.681338	11
"Mn"	"II"	9.713014	13
"Mn"	"II"	9.729718	15
"Mn"	"II"	9.7839874	5
"Mn"	"II"	9.8087148	11
"Mn"	"II"	9.813005	15
"Mn"	"II"	9.851592	5
"Mn"	"II"	9.858326	7
"Mn"	"II"	9.907991	9
"Mn"	"II"	9.861818	3
"Mn"	"II"	9.862287	5
"Mn"	"II"	9.863005	7
"Mn"	"II"	9.864004	9
"Mn"	"II"	9.865326	11
"Mn"	"II"	9.868202	13
"Mn"	"II"	9.886494	11
"Mn"	"II"	9.894015	9
"Mn"	"II"	10.06104	5
"Mn"	"II"	10.0827	3
"Mn"	"II"	10.131127	1
"Mn"	"II"	10.070075	7
"Mn"	"II"	10.0774071	9
"Mn"	"II"	10.124509	7
"Mn"	"II"	10.133479	3
"Mn"	"II"	10.143517	5
"Mn"	"II"	10.139518	7
"Mn"	"II"	10.14972	9
"Mn"	"II"	10.181238	11
"Mn"	"II"	10.184367	13
"Mn"	"II"	10.190647	5
"Mn"	"II"	10.142318	13
"Mn"	"II"	10.152616	11
"Mn"	"II"	10.165942	9
"Mn"	"II"	10.173108	7
"Mn"	"II"	10.173451	5
"Mn"	"II"	10.196076	3
"Mn"	"II"	10.179101	9
"Mn"	"II"	10.195481	11
"Mn"	"II"	10.214763	7
"Mn"	"II"	10.183626	9
"Mn"	"II"	10.1846328	7
"Mn"	"II"	10.1854621	5
"Mn"	"II"	10.1860433	3
"Mn"	"II"	10.1863424	1
"Mn"	"II"	10.218716	7
"Mn"	"II"	10.28313	3
"Mn"	"II"	10.299481	5
"Mn"	"II"	10.241756	9
"Mn"	"II"	10.255052	7
"Mn"	"II"	10.257866	5
"Mn"	"II"	10.262768	3
"Mn"	"II"	10.27079	1
"Mn"	"II"	10.2697054	9
"Mn"	"II"	10.280496	5
"Mn"	"II"	10.282765	7
"Mn"	"II"	10.322427	5
"Mn"	"II"	10.337282	7
"Mn"	"II"	10.356341	9
"Mn"	"II"	10.399233	9
"Mn"	"II"	10.403814	11
"Mn"	"II"	10.406469	7
"Mn"	"II"	10.447926	3
"Mn"	"II"	10.452761	9
"Mn"	"II"	10.467761	11
"Mn"	"II"	10.494511	13
"Mn"	"II"	10.584292	5
"Mn"	"II"	10.594172	11
"Mn"	"II"	10.617532	13
"Mn"	"II"	10.639274	15
"Mn"	"II"	10.606022	11
"Mn"	"II"	10.622199	9
"Mn"	"II"	10.629742	7
"Mn"	"II"	10.632812	9
"Mn"	"II"	10.6496819	5
"Mn"	"II"	10.6577588	7
"Mn"	"II"	10.6697857	9
"Mn"	"II"	10.656775	7
"Mn"	"II"	10.661302	5
"Mn"	"II"	10.718347	9
"Mn"	"II"	10.670303	7
"Mn"	"II"	10.68623	5
"Mn"	"II"	10.688497	3
"Mn"	"II"	10.700161	7
"Mn"	"II"	10.770438	13
"Mn"	"II"	10.7739579	7
"Mn"	"II"	10.7788119	5
"Mn"	"II"	10.781805	3
"Mn"	"II"	10.858578	9
"Mn"	"II"	10.875604	7
"Mn"	"II"	10.893063	5
"Mn"	"II"	10.903312	9
"Mn"	"II"	10.910053	11
"Mn"	"II"	10.935178	13
"Mn"	"II"	11.006369	11
"Mn"	"II"	11.046563	9
"Mn"	"II"	11.050227	7
"Mn"	"II"	11.014744	3
"Mn"	"II"	11.044442	5
"Mn"	"II"	11.08783	7
"Mn"	"II"	11.042366	11
"Mn"	"II"	11.092293	9
"Mn"	"II"	11.098994	5
"Mn"	"II"	11.10552	7
"Mn"	"II"	11.133824	9
"Mn"	"II"	11.128858	11
"Mn"	"II"	11.152425	7
"Mn"	"II"	11.215622	3
"Mn"	"II"	11.230805	5
"Mn"	"II"	11.256029	7
"Mn"	"II"	11.287247	9
"Mn"	"II"	11.330293	11
"Mn"	"II"	11.232573	5
"Mn"	"II"	11.284827	7
"Mn"	"II"	11.304743	9
"Mn"	"II"	11.320013	11
"Mn"	"II"	11.411498	5
"Mn"	"II"	11.414096	3
"Mn"	"II"	11.416848	7
"Mn"	"II"	11.470606	9
"Mn"	"II"	11.53752	1
"Mn"	"II"	11.57588	3
"Mn"	"II"	11.644743	5
"Mn"	"II"	11.619758	1
"Mn"	"II"	11.638211	3
"Mn"	"II"	11.68318	5
"Mn"	"II"	11.67711	7
"Mn"	"II"	11.74724	1
"Mn"	"II"	11.75314	3
"Mn"	"II"	11.764494	5
"Mn"	"II"	11.77723	7
"Mn"	"II"	11.804098	9
"Mn"	"II"	11.788506	3
"Mn"	"II"	11.978601	5
"Mn"	"II"	12.001694	7
"Mn"	"II"	12.032622	9
"Mn"	"II"	12.1168179	7
"Mn"	"II"	12.2013484	5
"Mn"	"II"	12.202966	13
"Mn"	"II"	12.20297	11
"Mn"	"II"	12.202971	9
"Mn"	"II"	12.202975	5
"Mn"	"II"	12.202975	7
"Mn"	"II"	12.2077293	3
"Mn"	"II"	12.2078019	5
"Mn"	"II"	12.2079015	7
"Mn"	"II"	12.2080202	9
"Mn"	"II"	12.2081469	11
"Mn"	"II"	12.3848673	3
"Mn"	"II"	12.3850898	5
"Mn"	"II"	12.3854376	7
"Mn"	"II"	12.3859168	9
"Mn"	"II"	12.3865529	11
"Mn"	"II"	12.483049	9
"Mn"	"II"	12.4838207	7
"Mn"	"II"	12.484379	5
"Mn"	"II"	12.484746	3
"Mn"	"II"	12.484753	1
"Mn"	"II"	12.51346	3
"Mn"	"II"	12.532844	5
"Mn"	"II"	12.5612	7
"Mn"	"II"	12.580425	13
"Mn"	"II"	12.583107	11
"Mn"	"II"	12.5843081	9
"Mn"	"II"	12.584428	5
"Mn"	"II"	12.5845971	7
"Mn"	"II"	12.595346	7
"Mn"	"II"	12.730743	11
"Mn"	"II"	12.73363	9
"Mn"	"II"	12.73388	7
"Mn"	"II"	12.84478	5
"Mn"	"II"	12.870021	7
"Mn"	"II"	12.874077	5
"Mn"	"II"	12.87805	3
"Mn"	"II"	13.007738	1
"Mn"	"II"	13.02094	3
"Mn"	"II"	13.025247	5
"Mn"	"II"	13.161897	7
"Mn"	"II"	13.162709	9
"Mn"	"II"	13.163152	15
